UTC_timestamp,co2,0.3um,date,time,Wind (MPH),Vis (MI),Weather,Sky Cond,Air Temp (F),Dewpoint (F),6hr Max (F),6hr Min (F),Rel Hum,Wind Chill (F),Heat Index (F),Altimeter (IN),Sea Level Pressure (MB),Precip 1hr,Precip 3hr,Precip 6hr
2026-1-12T00:30:58+00:00,402,328,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:31:08+00:00,402,368,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:31:18+00:00,402,404,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:31:28+00:00,402,351,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:31:38+00:00,402,342,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:31:48+00:00,402,398,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:31:58+00:00,402,356,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:32:08+00:00,402,355,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:32:18+00:00,402,384,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:32:28+00:00,402,401,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:32:38+00:00,402,444,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:32:48+00:00,402,432,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:32:58+00:00,402,384,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:33:08+00:00,402,401,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:33:18+00:00,402,400,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:33:28+00:00,402,351,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:33:38+00:00,402,327,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:33:48+00:00,402,371,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:33:58+00:00,402,459,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:34:08+00:00,402,429,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:34:18+00:00,402,424,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:34:28+00:00,402,489,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:34:38+00:00,402,451,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
